run_id,vread_V,ion_A,ioff_A,on_off_ratio,vset_V,vreset_V,hysteresis_area,notes
iv_sweep,0.2,2.649006227833993e-06,1.3780359977108089e-06,1.9223055364551564,0.05,0.0,4.1257396914583035e-06,
