run_id,n_cycles,g_start_S,g_end_S,g_min_S,g_max_S,g_mean_S,g_std_S,drift_pct,slope_S_per_cycle,r2_linear,window_last_n,cv_last_window,lrs_drift_pct,hrs_drift_pct,window_ratio_mean,window_ratio_min,window_ratio_max,notes
endurance_cycles_200,400,0.0283496972904787,3.813134039662029e-06,1.989638973617824e-06,0.029694993794024,0.010047688374756772,0.010773510084308328,-99.98654964812995,-3.6199737076233486e-06,0.0003763260440456939,40,1.0739774729292895,-99.98654964812995,83.6009853679402,3297.405438912151,1541.3948632134702,7161.466341049904,
