run_id,t0_s,t_end_s,g0_S,g_end_S,retention_ratio,t50_s,tau_s,r2_exp,g_inf_S,notes
retention_reads,0.0,2000.0,5.993176674478442e-05,2.008716727044449e-05,0.33516728041715177,174.15705514419554,330.4948563256775,0.813363887355206,1.9968602561818427e-05,
